ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,Ag,Ag Method,Al,Al Method,As,As Method,Au,Au Method,B,B Method,Ba,Ba Method,Be,Be Method,Bi,Bi Method,Ca,Ca Method,Cd,Cd Method,Ce,Ce Method,Cl,Cl Method,Co,Co Method,Cr,Cr Method,Cs,Cs Method,Cu,Cu Method,Dy,Dy Method,Er,Er Method,Eu,Eu Method,Fe,Fe Method,Ga,Ga Method,Gd,Gd Method,Ge,Ge Method,Hf,Hf Method,Hg,Hg Method,Ho,Ho Method,In,In Method,Ir,Ir Method,K,K Method,La,La Method,Li,Li Method,Lu,Lu Method,Mg,Mg Method,Mn,Mn Method,Mo,Mo Method,Na,Na Method,Nb,Nb Method,Nd,Nd Method,Ni,Ni Method,P,P Method,Pb,Pb Method,Pd,Pd Method,Pr,Pr Method,Pt,Pt Method,Rb,Rb Method,Re,Re Method,Rh,Rh Method,Ru,Ru Method,S,S Method,Sb,Sb Method,Sc,Sc Method,Se,Se Method,Si,Si Method,Sm,Sm Method,Sn,Sn Method,Sr,Sr Method,Ta,Ta Method,Tb,Tb Method,Te,Te Method,Th,Th Method,Ti,Ti Method,Tl,Tl Method,Tm,Tm Method,U,U Method,V,V Method,W,W Method,Y,Y Method,Yb,Yb Method,Zn,Zn Method,Zr,Zr Method
OREAS0243,"Au >1 ppm, Au only",primary,greenstone,orogenic lode gold,yes,Current,oreas-catalogue-2023-11-03.csv,3.06,Aqua Regia Digestion,63800,4-Acid Digestion,85,4-Acid Digestion,12.39,Pb Fire Assay,85,Aqua Regia Digestion,252,4-Acid Digestion,0.52,4-Acid Digestion,0.077,4-Acid Digestion,55900,4-Acid Digestion,0.79,4-Acid Digestion,14.9,4-Acid Digestion,,,39,4-Acid Digestion,85,4-Acid Digestion,1.27,4-Acid Digestion,173,4-Acid Digestion,3.79,4-Acid Digestion,2.3,4-Acid Digestion,0.93,4-Acid Digestion,75500,4-Acid Digestion,15.4,4-Acid Digestion,3.33,4-Acid Digestion,0.12,Aqua Regia Digestion,1.85,4-Acid Digestion,0.048,Aqua Regia Digestion,0.8,4-Acid Digestion,0.08,4-Acid Digestion,,,6430,4-Acid Digestion,6.71,4-Acid Digestion,12.3,4-Acid Digestion,0.35,4-Acid Digestion,31900,4-Acid Digestion,1260,4-Acid Digestion,1.93,4-Acid Digestion,20400,4-Acid Digestion,3.7,4-Acid Digestion,9.19,4-Acid Digestion,47,Aqua Regia Digestion,440,4-Acid Digestion,38,4-Acid Digestion,,,2.06,4-Acid Digestion,,,7.59,Aqua Regia Digestion,0.003,4-Acid Digestion,,,,,5270,4-Acid Digestion,2.24,4-Acid Digestion,36,4-Acid Digestion,,,,,1.86,Aqua Regia Digestion,1.25,4-Acid Digestion,98,4-Acid Digestion,0.26,4-Acid Digestion,0.59,4-Acid Digestion,0.13,Aqua Regia Digestion,1.39,4-Acid Digestion,6000,4-Acid Digestion,0.33,4-Acid Digestion,0.34,4-Acid Digestion,0.42,4-Acid Digestion,145,Aqua Regia Digestion,38,4-Acid Digestion,20,4-Acid Digestion,2.2,4-Acid Digestion,160,4-Acid Digestion,61,4-Acid Digestion
OREAS0245,"Au >1 ppm, Au only",primary,metasediments,orogenic lode gold,no,Current,oreas-catalogue-2023-11-03.csv,1.44,4-Acid Digestion,62400,4-Acid Digestion,3778,4-Acid Digestion,26,Pb Fire Assay,,,549,4-Acid Digestion,2.34,4-Acid Digestion,0.7,4-Acid Digestion,8140,4-Acid Digestion,0.075,4-Acid Digestion,66,4-Acid Digestion,,,13,4-Acid Digestion,103,4-Acid Digestion,8.71,4-Acid Digestion,56,4-Acid Digestion,2.74,4-Acid Digestion,1.43,4-Acid Digestion,1,4-Acid Digestion,34500,4-Acid Digestion,17,4-Acid Digestion,4.2,4-Acid Digestion,,,3.15,4-Acid Digestion,,,0.52,4-Acid Digestion,0.059,4-Acid Digestion,,,25500,4-Acid Digestion,33,4-Acid Digestion,38,4-Acid Digestion,0.23,4-Acid Digestion,12700,4-Acid Digestion,350,4-Acid Digestion,1.43,4-Acid Digestion,4830,4-Acid Digestion,10.7,4-Acid Digestion,29,4-Acid Digestion,,,490,4-Acid Digestion,33,4-Acid Digestion,,,7.82,4-Acid Digestion,,,,,,,,,,,7650,4-Acid Digestion,3471,4-Acid Digestion,11.5,4-Acid Digestion,,,,,,,3.38,4-Acid Digestion,96,4-Acid Digestion,0.86,4-Acid Digestion,0.51,4-Acid Digestion,,,12.3,4-Acid Digestion,3500,4-Acid Digestion,0.82,4-Acid Digestion,0.22,4-Acid Digestion,2.48,4-Acid Digestion,,,6.76,4-Acid Digestion,12.5,4-Acid Digestion,1.48,4-Acid Digestion,92,4-Acid Digestion,107,4-Acid Digestion
OREAS0247,"Au >1 ppm, Au only",primary,metasediments,orogenic lode gold,no,Current,oreas-catalogue-2023-11-03.csv,2.16,4-Acid Digestion,60800,4-Acid Digestion,3514,4-Acid Digestion,43,Pb Fire Assay,,,550,4-Acid Digestion,2.23,4-Acid Digestion,0.58,4-Acid Digestion,8260,4-Acid Digestion,0.065,4-Acid Digestion,67,4-Acid Digestion,,,12,4-Acid Digestion,97,4-Acid Digestion,8.49,4-Acid Digestion,42,4-Acid Digestion,2.73,4-Acid Digestion,1.49,4-Acid Digestion,0.96,4-Acid Digestion,33200,4-Acid Digestion,16.3,4-Acid Digestion,4.23,4-Acid Digestion,,,3.57,4-Acid Digestion,,,0.54,4-Acid Digestion,0.058,4-Acid Digestion,,,24500,4-Acid Digestion,33,4-Acid Digestion,32,4-Acid Digestion,0.24,4-Acid Digestion,12200,4-Acid Digestion,360,4-Acid Digestion,1.76,4-Acid Digestion,4990,4-Acid Digestion,11.7,4-Acid Digestion,29,4-Acid Digestion,,,480,4-Acid Digestion,32,4-Acid Digestion,,,7.9,4-Acid Digestion,,,,,,,,,,,7140,4-Acid Digestion,3295,4-Acid Digestion,11.4,4-Acid Digestion,,,,,,,3.31,4-Acid Digestion,96,4-Acid Digestion,0.92,4-Acid Digestion,0.53,4-Acid Digestion,,,12.6,4-Acid Digestion,3900,4-Acid Digestion,0.8,4-Acid Digestion,0.23,4-Acid Digestion,2.53,4-Acid Digestion,,,7.88,4-Acid Digestion,13.1,4-Acid Digestion,1.54,4-Acid Digestion,86,4-Acid Digestion,125,4-Acid Digestion
OREAS0024b,Blank/lithogeochem/low-level,primary,granodiorite,barren,yes,Archived,oreas-catalogue-2023-11-03.csv,,,80200,4-Acid Digestion,7.96,Aqua Regia Digestion (sample weights 0.15-50g),,,,,716,4-Acid Digestion,2.92,4-Acid Digestion,0.68,4-Acid Digestion,10800,4-Acid Digestion,,,84,4-Acid Digestion,,,16.9,4-Acid Digestion,118,4-Acid Digestion,10.7,4-Acid Digestion,38,4-Acid Digestion,5.83,Borate / Peroxide Fusion ICP,3.41,Borate / Peroxide Fusion ICP,1.39,Borate / Peroxide Fusion ICP,43900,4-Acid Digestion,20,4-Acid Digestion,6.27,Borate / Peroxide Fusion ICP,,,3.9,4-Acid Digestion,,,1.17,Borate / Peroxide Fusion ICP,,,,,28100,4-Acid Digestion,42,4-Acid Digestion,52,4-Acid Digestion,0.49,Borate / Peroxide Fusion ICP,16500,4-Acid Digestion,440,4-Acid Digestion,4.03,4-Acid Digestion,8460,4-Acid Digestion,14.6,4-Acid Digestion,39,Borate / Peroxide Fusion ICP,61,Borate / Peroxide Fusion ICP,690,4-Acid Digestion,23,4-Acid Digestion,,,10.2,Borate / Peroxide Fusion ICP,,,161,Borate / Peroxide Fusion ICP,,,,,,,1980,4-Acid Digestion,1,4-Acid Digestion,15.3,4-Acid Digestion,,,308507,Borate Fusion XRF,7.17,Borate / Peroxide Fusion ICP,4.25,4-Acid Digestion,124,4-Acid Digestion,1.23,4-Acid Digestion,0.98,Borate / Peroxide Fusion ICP,,,16.4,4-Acid Digestion,4680,4-Acid Digestion,0.86,4-Acid Digestion,0.5,Borate / Peroxide Fusion ICP,3.06,4-Acid Digestion,112,Borate / Peroxide Fusion ICP,3.64,4-Acid Digestion,19.9,4-Acid Digestion,3.24,Borate / Peroxide Fusion ICP,105,4-Acid Digestion,134,4-Acid Digestion
OREAS0024c,Blank/lithogeochem/low-level,primary,basalt,barren,no,Archived,oreas-catalogue-2023-11-03.csv,,,74500,4-Acid Digestion,,,,,,,269,4-Acid Digestion,1.05,4-Acid Digestion,,,58600,4-Acid Digestion,,,,,,,43,4-Acid Digestion,193,4-Acid Digestion,,,49,4-Acid Digestion,,,,,,,76200,4-Acid Digestion,,,,,,,3.75,4-Acid Digestion,,,,,,,,,7350,4-Acid Digestion,,,8.32,4-Acid Digestion,,,39300,4-Acid Digestion,1080,4-Acid Digestion,2.49,4-Acid Digestion,24200,4-Acid Digestion,24,4-Acid Digestion,,,,,1560,4-Acid Digestion,2.9,4-Acid Digestion,,,,,,,,,,,,,,,,,,,22,4-Acid Digestion,,,,,,,1.51,4-Acid Digestion,442,4-Acid Digestion,1.48,4-Acid Digestion,,,,,3.08,4-Acid Digestion,10600,4-Acid Digestion,,,,,0.76,4-Acid Digestion,,,0.53,4-Acid Digestion,22,4-Acid Digestion,,,108,4-Acid Digestion,143,4-Acid Digestion
OREAS0024d,Blank/lithogeochem/low-level,primary,basalt,barren,no,Current,oreas-catalogue-2023-11-03.csv,,,77700,4-Acid Digestion,1.35,4-Acid Digestion,,,,,536,4-Acid Digestion,2.14,4-Acid Digestion,0.03,4-Acid Digestion,56200,4-Acid Digestion,0.12,4-Acid Digestion,59,4-Acid Digestion,,,44,4-Acid Digestion,147,4-Acid Digestion,1.18,4-Acid Digestion,43,4-Acid Digestion,,,,,,,79700,4-Acid Digestion,22,4-Acid Digestion,,,,,4.7,4-Acid Digestion,,,,,0.074,4-Acid Digestion,,,16900,4-Acid Digestion,29,4-Acid Digestion,10.8,4-Acid Digestion,0.23,4-Acid Digestion,45600,4-Acid Digestion,1150,4-Acid Digestion,4.46,4-Acid Digestion,23300,4-Acid Digestion,45,4-Acid Digestion,,,,,2520,4-Acid Digestion,3.56,4-Acid Digestion,,,,,,,,,,,,,,,420,4-Acid Digestion,,,20,4-Acid Digestion,,,,,,,1.89,4-Acid Digestion,748,4-Acid Digestion,3.01,4-Acid Digestion,0.79,4-Acid Digestion,,,3.78,4-Acid Digestion,12200,4-Acid Digestion,0.12,4-Acid Digestion,,,1.4,4-Acid Digestion,,,,,20,4-Acid Digestion,,,104,4-Acid Digestion,205,4-Acid Digestion
OREAS0024P,Blank/lithogeochem/low-level,primary,basalt,barren,no,Archived,oreas-catalogue-2023-11-03.csv,0.1,4-Acid Digestion,76600,Borate Fusion XRF,2,4-Acid Digestion,,,,,285,Borate / Peroxide Fusion ICP,,,,,60700,Borate Fusion XRF,,,38,Borate / Peroxide Fusion ICP,,,44,4-Acid Digestion,221,4-Acid Digestion,,,52,4-Acid Digestion,4.6,Borate / Peroxide Fusion ICP,2.2,Borate / Peroxide Fusion ICP,1.6,Borate / Peroxide Fusion ICP,79700,Borate Fusion XRF,,,5.3,Borate / Peroxide Fusion ICP,,,,,,,0.8,Borate / Peroxide Fusion ICP,,,,,7000,Borate Fusion XRF,17.4,Borate / Peroxide Fusion ICP,,,0.2,Borate / Peroxide Fusion ICP,41300,Borate Fusion XRF,1100,Borate Fusion XRF,,,23100,Borate Fusion XRF,21,Borate / Peroxide Fusion ICP,19.9,Borate / Peroxide Fusion ICP,,,1360,Borate Fusion XRF,2.9,4-Acid Digestion,,,4.7,Borate / Peroxide Fusion ICP,,,22,Borate / Peroxide Fusion ICP,,,,,,,,,0.14,4-Acid Digestion,,,,,242000,Borate Fusion XRF,4.7,Borate / Peroxide Fusion ICP,2,Borate / Peroxide Fusion ICP,403,Borate / Peroxide Fusion ICP,,,0.81,Borate / Peroxide Fusion ICP,,,2.85,Borate / Peroxide Fusion ICP,11000,Borate Fusion XRF,,,0.3,Borate / Peroxide Fusion ICP,0.75,Borate / Peroxide Fusion ICP,,,,,23,Borate / Peroxide Fusion ICP,1.83,Borate / Peroxide Fusion ICP,114,4-Acid Digestion,141,Borate / Peroxide Fusion ICP
OREAS0250,"Au <1 ppm, Au only",oxide,weathered greenstone,orogenic lode gold,no,Archived,oreas-catalogue-2023-11-03.csv,0.258,Aqua Regia Digestion,13400,Aqua Regia Digestion,11.8,Aqua Regia Digestion,0.309,Pb Fire Assay,,,69,Aqua Regia Digestion,0.6,Aqua Regia Digestion,0.081,Aqua Regia Digestion,8840,Aqua Regia Digestion,0.12,Aqua Regia Digestion,40,Aqua Regia Digestion,,,,,50,Aqua Regia Digestion,0.85,Aqua Regia Digestion,45,Aqua Regia Digestion,2.9,Aqua Regia Digestion,1.33,Aqua Regia Digestion,0.75,Aqua Regia Digestion,50800,Aqua Regia Digestion,4.18,Aqua Regia Digestion,3.63,Aqua Regia Digestion,,,0.87,Aqua Regia Digestion,,,0.49,Aqua Regia Digestion,,,,,1110,Aqua Regia Digestion,17.5,Aqua Regia Digestion,7.23,Aqua Regia Digestion,0.14,Aqua Regia Digestion,17300,Aqua Regia Digestion,580,Aqua Regia Digestion,0.94,Aqua Regia Digestion,1860,Aqua Regia Digestion,,,17.5,Aqua Regia Digestion,119,Aqua Regia Digestion,990,Aqua Regia Digestion,8.06,Aqua Regia Digestion,,,4.39,Aqua Regia Digestion,,,11.2,Aqua Regia Digestion,,,,,,,120,Aqua Regia Digestion,0.44,Aqua Regia Digestion,5.08,Aqua Regia Digestion,,,,,3.86,Aqua Regia Digestion,0.71,Aqua Regia Digestion,66,Aqua Regia Digestion,,,0.52,Aqua Regia Digestion,,,3.06,Aqua Regia Digestion,1710,Aqua Regia Digestion,0.068,Aqua Regia Digestion,0.17,Aqua Regia Digestion,0.59,Aqua Regia Digestion,41,Aqua Regia Digestion,,,12.3,Aqua Regia Digestion,1,Aqua Regia Digestion,82,Aqua Regia Digestion,,
OREAS0250b,"Au <1 ppm, Au only",oxide,weathered greenstone/ sediments/ scoria,orogenic lode gold,yes,Archived,oreas-catalogue-2023-11-03.csv,0.073,Aqua Regia Digestion,54500,4-Acid Digestion,3.82,4-Acid Digestion,0.332,Pb Fire Assay,,,425,4-Acid Digestion,2.43,4-Acid Digestion,0.13,4-Acid Digestion,19000,4-Acid Digestion,0.032,Aqua Regia Digestion,76,4-Acid Digestion,,,28,4-Acid Digestion,118,4-Acid Digestion,3.06,4-Acid Digestion,25,4-Acid Digestion,4.41,4-Acid Digestion,1.9,4-Acid Digestion,2.07,4-Acid Digestion,46000,4-Acid Digestion,17,4-Acid Digestion,6.28,4-Acid Digestion,0.18,4-Acid Digestion,5.22,4-Acid Digestion,,,0.75,4-Acid Digestion,0.055,4-Acid Digestion,,,15400,4-Acid Digestion,42,4-Acid Digestion,19.1,4-Acid Digestion,0.2,4-Acid Digestion,13800,4-Acid Digestion,560,4-Acid Digestion,2.2,4-Acid Digestion,14200,4-Acid Digestion,40,4-Acid Digestion,38,4-Acid Digestion,86,Aqua Regia Digestion,1290,4-Acid Digestion,8.64,4-Acid Digestion,,,9.62,4-Acid Digestion,,,9.71,Aqua Regia Digestion,,,,,,,90,Aqua Regia Digestion,0.33,4-Acid Digestion,10.4,4-Acid Digestion,,,,,5.08,Aqua Regia Digestion,2.41,4-Acid Digestion,403,4-Acid Digestion,2.49,4-Acid Digestion,0.87,4-Acid Digestion,,,8.28,4-Acid Digestion,6330,4-Acid Digestion,0.25,4-Acid Digestion,0.24,4-Acid Digestion,1.81,4-Acid Digestion,29,Aqua Regia Digestion,1.46,4-Acid Digestion,19.1,4-Acid Digestion,1.48,4-Acid Digestion,95,4-Acid Digestion,230,4-Acid Digestion
OREAS0250c,"Au <1 ppm, Au only",oxide,weathered greenstone/ sediments/ scoria,orogenic lode gold,yes,Current,oreas-catalogue-2023-11-03.csv,0.079,Aqua Regia Digestion,51800,4-Acid Digestion,54,4-Acid Digestion,0.313,Pb Fire Assay,,,354,4-Acid Digestion,1.97,4-Acid Digestion,0.29,4-Acid Digestion,17200,4-Acid Digestion,0.075,4-Acid Digestion,70,4-Acid Digestion,,,21,4-Acid Digestion,100,4-Acid Digestion,2.62,4-Acid Digestion,24,4-Acid Digestion,3.67,4-Acid Digestion,1.59,4-Acid Digestion,1.6,4-Acid Digestion,40400,4-Acid Digestion,15.3,4-Acid Digestion,5.2,4-Acid Digestion,0.1,Aqua Regia Digestion,4.34,4-Acid Digestion,,,0.63,4-Acid Digestion,0.059,4-Acid Digestion,,,13200,4-Acid Digestion,38,4-Acid Digestion,22,4-Acid Digestion,0.18,4-Acid Digestion,15500,4-Acid Digestion,490,4-Acid Digestion,1.96,4-Acid Digestion,10700,4-Acid Digestion,32,4-Acid Digestion,32,4-Acid Digestion,73,Aqua Regia Digestion,950,4-Acid Digestion,9.92,4-Acid Digestion,,,8.51,4-Acid Digestion,,,19.1,Aqua Regia Digestion,,,,,,,270,4-Acid Digestion,0.88,4-Acid Digestion,9.89,4-Acid Digestion,,,,,,,3.59,4-Acid Digestion,311,4-Acid Digestion,2.07,4-Acid Digestion,0.69,4-Acid Digestion,,,8.68,4-Acid Digestion,5670,4-Acid Digestion,0.35,4-Acid Digestion,0.2,4-Acid Digestion,1.62,4-Acid Digestion,34,Aqua Regia Digestion,2.05,4-Acid Digestion,15.7,4-Acid Digestion,1.28,4-Acid Digestion,75,4-Acid Digestion,188,4-Acid Digestion
OREAS0251,"Au <1 ppm, Au only",oxide,weathered greenstone,orogenic lode gold,no,Archived,oreas-catalogue-2023-11-03.csv,0.173,Aqua Regia Digestion,13100,Aqua Regia Digestion,13,Aqua Regia Digestion,0.504,Pb Fire Assay,,,68,Aqua Regia Digestion,0.6,Aqua Regia Digestion,0.096,Aqua Regia Digestion,8660,Aqua Regia Digestion,0.16,Aqua Regia Digestion,39,Aqua Regia Digestion,,,,,55,Aqua Regia Digestion,0.83,Aqua Regia Digestion,48,Aqua Regia Digestion,2.86,Aqua Regia Digestion,1.32,Aqua Regia Digestion,0.75,Aqua Regia Digestion,50500,Aqua Regia Digestion,4.3,Aqua Regia Digestion,3.61,Aqua Regia Digestion,,,0.84,Aqua Regia Digestion,,,0.49,Aqua Regia Digestion,,,,,1130,Aqua Regia Digestion,17.5,Aqua Regia Digestion,7.1,Aqua Regia Digestion,0.14,Aqua Regia Digestion,17300,Aqua Regia Digestion,560,Aqua Regia Digestion,1.02,Aqua Regia Digestion,1860,Aqua Regia Digestion,,,17.3,Aqua Regia Digestion,119,Aqua Regia Digestion,970,Aqua Regia Digestion,10.5,Aqua Regia Digestion,,,4.37,Aqua Regia Digestion,,,11.5,Aqua Regia Digestion,,,,,,,170,Aqua Regia Digestion,,,5.2,Aqua Regia Digestion,,,,,3.82,Aqua Regia Digestion,0.7,Aqua Regia Digestion,65,Aqua Regia Digestion,,,0.52,Aqua Regia Digestion,,,3.06,Aqua Regia Digestion,1680,Aqua Regia Digestion,0.068,Aqua Regia Digestion,0.16,Aqua Regia Digestion,0.58,Aqua Regia Digestion,42,Aqua Regia Digestion,,,12.3,Aqua Regia Digestion,0.98,Aqua Regia Digestion,89,Aqua Regia Digestion,,
OREAS0251b,"Au <1 ppm, Au only",oxide,weathered greenstone/ sediments/ scoria,orogenic lode gold,yes,Current,oreas-catalogue-2023-11-03.csv,0.104,Aqua Regia Digestion,48000,4-Acid Digestion,12.9,4-Acid Digestion,0.505,Pb Fire Assay,,,311,4-Acid Digestion,1.25,4-Acid Digestion,0.31,4-Acid Digestion,20100,4-Acid Digestion,0.027,4-Acid Digestion,51,4-Acid Digestion,,,18,4-Acid Digestion,115,4-Acid Digestion,2.8,4-Acid Digestion,27,4-Acid Digestion,3.14,4-Acid Digestion,1.54,4-Acid Digestion,1.1,4-Acid Digestion,36900,4-Acid Digestion,12.6,4-Acid Digestion,4.03,4-Acid Digestion,0.11,4-Acid Digestion,2.94,4-Acid Digestion,0.018,Aqua Regia Digestion,0.57,4-Acid Digestion,0.065,4-Acid Digestion,,,11700,4-Acid Digestion,26,4-Acid Digestion,21,4-Acid Digestion,0.2,4-Acid Digestion,16700,4-Acid Digestion,420,4-Acid Digestion,1.84,4-Acid Digestion,7740,4-Acid Digestion,14.4,4-Acid Digestion,24,4-Acid Digestion,57,Aqua Regia Digestion,700,4-Acid Digestion,9.06,4-Acid Digestion,,,6.21,4-Acid Digestion,,,8.58,Aqua Regia Digestion,,,,,,,170,4-Acid Digestion,0.79,4-Acid Digestion,9.68,4-Acid Digestion,,,,,3.05,Aqua Regia Digestion,3.65,4-Acid Digestion,196,4-Acid Digestion,1.03,4-Acid Digestion,0.58,4-Acid Digestion,,,8.65,4-Acid Digestion,4810,4-Acid Digestion,0.35,4-Acid Digestion,0.21,4-Acid Digestion,1.27,4-Acid Digestion,19.5,Aqua Regia Digestion,1.97,4-Acid Digestion,15.2,4-Acid Digestion,1.39,4-Acid Digestion,60,4-Acid Digestion,108,4-Acid Digestion
OREAS0252,"Au <1 ppm, Au only",oxide,weathered greenstone,orogenic lode gold,no,Archived,oreas-catalogue-2023-11-03.csv,0.185,Aqua Regia Digestion,13200,Aqua Regia Digestion,16.2,Aqua Regia Digestion,0.674,Pb Fire Assay,,,69,Aqua Regia Digestion,0.62,Aqua Regia Digestion,0.11,Aqua Regia Digestion,8430,Aqua Regia Digestion,0.19,Aqua Regia Digestion,39,Aqua Regia Digestion,,,,,59,Aqua Regia Digestion,0.81,Aqua Regia Digestion,49,Aqua Regia Digestion,2.76,Aqua Regia Digestion,1.27,Aqua Regia Digestion,0.74,Aqua Regia Digestion,49700,Aqua Regia Digestion,4.19,Aqua Regia Digestion,3.51,Aqua Regia Digestion,,,0.8,Aqua Regia Digestion,,,0.46,Aqua Regia Digestion,0.027,Aqua Regia Digestion,,,1200,Aqua Regia Digestion,17.5,Aqua Regia Digestion,7.39,Aqua Regia Digestion,0.13,Aqua Regia Digestion,16600,Aqua Regia Digestion,550,Aqua Regia Digestion,1.08,Aqua Regia Digestion,1710,Aqua Regia Digestion,,,17,Aqua Regia Digestion,117,Aqua Regia Digestion,940,Aqua Regia Digestion,11.8,Aqua Regia Digestion,,,4.38,Aqua Regia Digestion,,,11.8,Aqua Regia Digestion,,,,,,,190,Aqua Regia Digestion,0.52,Aqua Regia Digestion,5.25,Aqua Regia Digestion,,,,,3.78,Aqua Regia Digestion,0.68,Aqua Regia Digestion,62,Aqua Regia Digestion,,,0.5,Aqua Regia Digestion,,,3.26,Aqua Regia Digestion,1620,Aqua Regia Digestion,0.07,Aqua Regia Digestion,0.15,Aqua Regia Digestion,0.61,Aqua Regia Digestion,42,Aqua Regia Digestion,,,11.8,Aqua Regia Digestion,0.96,Aqua Regia Digestion,91,Aqua Regia Digestion,,
OREAS0252b,"Au <1 ppm, Au only",oxide,weathered greenstone/ sediments/ scoria,orogenic lode gold,yes,Archived,oreas-catalogue-2023-11-03.csv,0.211,Aqua Regia Digestion,77000,4-Acid Digestion,202,4-Acid Digestion,0.837,Pb Fire Assay,,,634,4-Acid Digestion,2.95,4-Acid Digestion,3.63,4-Acid Digestion,14600,4-Acid Digestion,0.05,Aqua Regia Digestion,93,4-Acid Digestion,,,26,4-Acid Digestion,145,4-Acid Digestion,6.67,4-Acid Digestion,38,4-Acid Digestion,4.87,4-Acid Digestion,2.33,4-Acid Digestion,1.98,4-Acid Digestion,51300,4-Acid Digestion,22,4-Acid Digestion,6.59,4-Acid Digestion,0.2,4-Acid Digestion,5.34,4-Acid Digestion,,,0.87,4-Acid Digestion,0.077,4-Acid Digestion,,,22500,4-Acid Digestion,49,4-Acid Digestion,26,4-Acid Digestion,0.29,4-Acid Digestion,13600,4-Acid Digestion,470,4-Acid Digestion,2.16,4-Acid Digestion,10200,4-Acid Digestion,29,4-Acid Digestion,42,4-Acid Digestion,83,Aqua Regia Digestion,980,4-Acid Digestion,17,4-Acid Digestion,,,11.1,4-Acid Digestion,,,13,Aqua Regia Digestion,,,,,,,150,4-Acid Digestion,9.64,4-Acid Digestion,16.4,4-Acid Digestion,,,,,5.37,Aqua Regia Digestion,5.89,4-Acid Digestion,272,4-Acid Digestion,1.93,4-Acid Digestion,0.92,4-Acid Digestion,0.064,Aqua Regia Digestion,13.5,4-Acid Digestion,6170,4-Acid Digestion,0.58,4-Acid Digestion,0.32,4-Acid Digestion,2.79,4-Acid Digestion,36,Aqua Regia Digestion,36,4-Acid Digestion,22,4-Acid Digestion,2.05,4-Acid Digestion,110,4-Acid Digestion,214,4-Acid Digestion
OREAS0252c,"Au <1 ppm, Au only",oxide,weathered greenstone/ sediments/ scoria,orogenic lode gold,yes,Current,oreas-catalogue-2023-11-03.csv,0.192,Aqua Regia Digestion,50300,4-Acid Digestion,15,4-Acid Digestion,0.82,Pb Fire Assay,,,339,4-Acid Digestion,1.86,4-Acid Digestion,0.34,4-Acid Digestion,14900,4-Acid Digestion,0.066,4-Acid Digestion,68,4-Acid Digestion,,,19.1,4-Acid Digestion,102,4-Acid Digestion,2.65,4-Acid Digestion,27,4-Acid Digestion,3.4,4-Acid Digestion,1.52,4-Acid Digestion,1.45,4-Acid Digestion,38600,4-Acid Digestion,14.7,4-Acid Digestion,4.88,4-Acid Digestion,0.095,Aqua Regia Digestion,4.17,4-Acid Digestion,,,0.6,4-Acid Digestion,0.057,4-Acid Digestion,,,12800,4-Acid Digestion,37,4-Acid Digestion,24,4-Acid Digestion,0.17,4-Acid Digestion,14400,4-Acid Digestion,440,4-Acid Digestion,2.27,4-Acid Digestion,9290,4-Acid Digestion,29,4-Acid Digestion,31,4-Acid Digestion,69,Aqua Regia Digestion,850,4-Acid Digestion,10.4,4-Acid Digestion,,,8.28,4-Acid Digestion,,,14,Aqua Regia Digestion,,,,,,,110,4-Acid Digestion,0.86,4-Acid Digestion,9.78,4-Acid Digestion,,,,,,,3.89,4-Acid Digestion,273,4-Acid Digestion,1.92,4-Acid Digestion,0.67,4-Acid Digestion,,,8.8,4-Acid Digestion,5230,4-Acid Digestion,0.36,4-Acid Digestion,0.19,4-Acid Digestion,1.53,4-Acid Digestion,32,Aqua Regia Digestion,2.59,4-Acid Digestion,15.1,4-Acid Digestion,1.25,4-Acid Digestion,71,4-Acid Digestion,179,4-Acid Digestion
OREAS0253,"Au >1 ppm, Au only",oxide,weathered greenstone/ basaltic scoria,orogenic lode gold,no,Current,oreas-catalogue-2023-11-03.csv,,,,,,,1.22,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
