ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,URL,Ag(PPM),Ag(%),Ag Method,Al(PPM),Al(%),Al Method,As(PPM),As(%),As Method,Au(PPM),Au(%),Au Method,B(PPM),B(%),B Method,Ba(PPM),Ba(%),Ba Method,Be(PPM),Be(%),Be Method,Bi(PPM),Bi(%),Bi Method,Ca(PPM),Ca(%),Ca Method,Cd(PPM),Cd(%),Cd Method,Ce(PPM),Ce(%),Ce Method,Cl(PPM),Cl(%),Cl Method,Co(PPM),Co(%),Co Method,Cr(PPM),Cr(%),Cr Method,Cs(PPM),Cs(%),Cs Method,Cu(PPM),Cu(%),Cu Method,Dy(PPM),Dy(%),Dy Method,Er(PPM),Er(%),Er Method,Eu(PPM),Eu(%),Eu Method,Fe(PPM),Fe(%),Fe Method,Ga(PPM),Ga(%),Ga Method,Gd(PPM),Gd(%),Gd Method,Ge(PPM),Ge(%),Ge Method,Hf(PPM),Hf(%),Hf Method,Hg(PPM),Hg(%),Hg Method,Ho(PPM),Ho(%),Ho Method,In(PPM),In(%),In Method,Ir(PPM),Ir(%),Ir Method,K(PPM),K(%),K Method,La(PPM),La(%),La Method,Li(PPM),Li(%),Li Method,Lu(PPM),Lu(%),Lu Method,Mg(PPM),Mg(%),Mg Method,Mn(PPM),Mn(%),Mn Method,Mo(PPM),Mo(%),Mo Method,Na(PPM),Na(%),Na Method,Nb(PPM),Nb(%),Nb Method,Nd(PPM),Nd(%),Nd Method,Ni(PPM),Ni(%),Ni Method,P(PPM),P(%),P Method,Pb(PPM),Pb(%),Pb Method,Pd(PPM),Pd(%),Pd Method,Pr(PPM),Pr(%),Pr Method,Pt(PPM),Pt(%),Pt Method,Rb(PPM),Rb(%),Rb Method,Re(PPM),Re(%),Re Method,Rh(PPM),Rh(%),Rh Method,Ru(PPM),Ru(%),Ru Method,S(PPM),S(%),S Method,Sb(PPM),Sb(%),Sb Method,Sc(PPM),Sc(%),Sc Method,Se(PPM),Se(%),Se Method,Si(PPM),Si(%),Si Method,Sm(PPM),Sm(%),Sm Method,Sn(PPM),Sn(%),Sn Method,Sr(PPM),Sr(%),Sr Method,Ta(PPM),Ta(%),Ta Method,Tb(PPM),Tb(%),Tb Method,Te(PPM),Te(%),Te Method,Th(PPM),Th(%),Th Method,Ti(PPM),Ti(%),Ti Method,Tl(PPM),Tl(%),Tl Method,Tm(PPM),Tm(%),Tm Method,U(PPM),U(%),U Method,V(PPM),V(%),V Method,W(PPM),W(%),W Method,Y(PPM),Y(%),Y Method,Yb(PPM),Yb(%),Yb Method,Zn(PPM),Zn(%),Zn Method,Zr(PPM),Zr(%),Zr Method
OREAS0290,"Au >1 ppm, Au-Sb ore",primary,metasediments,orogenic lode gold,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-290/,0.192,1.92e-05,Aqua Regia Digestion,72100.000000,7.210000,4-Acid Digestion,313.0,0.0313,4-Acid Digestion,2.12,0.000212,Pb Fire Assay,,,,739.000000,0.073900,4-Acid Digestion,2.51,0.000251,4-Acid Digestion,0.37,3.7e-05,4-Acid Digestion,5250.000000,0.525000,4-Acid Digestion,0.054,5.4e-06,4-Acid Digestion,79.000000,0.007900,4-Acid Digestion,,,,14.200000,0.001420,4-Acid Digestion,123.0,0.0123,4-Acid Digestion,10.3,0.00103,4-Acid Digestion,32.600000,0.003260,4-Acid Digestion,3.01,0.000301,4-Acid Digestion,1.6,0.00016,4-Acid Digestion,1.14,0.000114,4-Acid Digestion,37900.000000,3.790000,4-Acid Digestion,18.600000,0.001860,4-Acid Digestion,4.47,0.000447,4-Acid Digestion,0.22,2.2e-05,4-Acid Digestion,3.98,0.000398,4-Acid Digestion,0.031,3.1e-06,Aqua Regia Digestion,0.56,5.6e-05,4-Acid Digestion,0.064,6.4e-06,4-Acid Digestion,,,,28000.0,2.8,4-Acid Digestion,39.6,0.00396,4-Acid Digestion,51.0,0.0051,4-Acid Digestion,0.24,2.4e-05,4-Acid Digestion,13900.0,1.39,4-Acid Digestion,560.000000,0.056000,4-Acid Digestion,1.14,0.000114,4-Acid Digestion,6130.0,0.613,4-Acid Digestion,10.2,0.00102,4-Acid Digestion,34.200000,0.003420,4-Acid Digestion,68.0,0.0068,Aqua Regia Digestion,590.0,0.059,4-Acid Digestion,22.9,0.00229,4-Acid Digestion,,,,9.13,0.000913,4-Acid Digestion,,,,81.000000,0.008100,Aqua Regia Digestion,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,5280.0,0.528,4-Acid Digestion,8400.0,0.84,4-Acid Digestion,13.2,0.00132,4-Acid Digestion,2.64,0.000264,4-Acid Digestion,,,,,,,3.56,0.000356,4-Acid Digestion,99.0,0.0099,4-Acid Digestion,0.96,9.6e-05,4-Acid Digestion,0.55,5.5e-05,4-Acid Digestion,0.053,5.3e-06,Aqua Regia Digestion,15.1,0.00151,4-Acid Digestion,3590.0,0.359,4-Acid Digestion,0.86,8.6e-05,4-Acid Digestion,0.22,2.2e-05,4-Acid Digestion,2.79,0.000279,4-Acid Digestion,61.0,0.0061,Aqua Regia Digestion,2.83,0.000283,4-Acid Digestion,15.200000,0.001520,4-Acid Digestion,1.58,0.000158,4-Acid Digestion,98.000000,0.009800,4-Acid Digestion,133.0,0.0133,4-Acid Digestion
OREAS0291,"Au >1 ppm, Au-Sb ore",primary,metasediments,orogenic lode gold,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-291/,0.309,3.09e-05,Aqua Regia Digestion,69800.000000,6.980000,4-Acid Digestion,477.0,0.0477,4-Acid Digestion,4.2,0.00042,Pb Fire Assay,,,,698.000000,0.069800,4-Acid Digestion,2.54,0.000254,4-Acid Digestion,0.41,4.1e-05,4-Acid Digestion,5780.000000,0.578000,4-Acid Digestion,0.051,5.1e-06,4-Acid Digestion,77.000000,0.007700,4-Acid Digestion,,,,14.000000,0.001400,4-Acid Digestion,118.0,0.0118,4-Acid Digestion,10.9,0.00109,4-Acid Digestion,36.000000,0.003600,4-Acid Digestion,3.0,0.0003,4-Acid Digestion,1.6,0.00016,4-Acid Digestion,1.12,0.000112,4-Acid Digestion,35300.000000,3.530000,4-Acid Digestion,18.000000,0.001800,4-Acid Digestion,4.36,0.000436,4-Acid Digestion,0.095,9.5e-06,Aqua Regia Digestion,3.87,0.000387,4-Acid Digestion,0.056,5.6e-06,Aqua Regia Digestion,0.55,5.5e-05,4-Acid Digestion,0.063,6.3e-06,4-Acid Digestion,,,,27800.0,2.78,4-Acid Digestion,38.6,0.00386,4-Acid Digestion,48.9,0.00489,4-Acid Digestion,0.26,2.6e-05,4-Acid Digestion,13700.0,1.37,4-Acid Digestion,590.000000,0.059000,4-Acid Digestion,1.16,0.000116,4-Acid Digestion,5900.0,0.59,4-Acid Digestion,0.84,8.4e-05,Aqua Regia Digestion,33.700000,0.003370,4-Acid Digestion,47.8,0.00478,Aqua Regia Digestion,530.0,0.053,4-Acid Digestion,26.5,0.00265,4-Acid Digestion,,,,9.01,0.000901,4-Acid Digestion,,,,69.000000,0.006900,Aqua Regia Digestion,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,8220.0,0.822,4-Acid Digestion,15000.0,1.5,4-Acid Digestion,12.7,0.00127,4-Acid Digestion,3.98,0.000398,4-Acid Digestion,,,,,,,3.25,0.000325,4-Acid Digestion,117.0,0.0117,4-Acid Digestion,0.9,9e-05,4-Acid Digestion,0.53,5.3e-05,4-Acid Digestion,0.068,6.8e-06,Aqua Regia Digestion,14.8,0.00148,4-Acid Digestion,3050.0,0.305,4-Acid Digestion,0.87,8.7e-05,4-Acid Digestion,0.23,2.3e-05,4-Acid Digestion,2.66,0.000266,4-Acid Digestion,48.3,0.00483,Aqua Regia Digestion,0.59,5.9e-05,Aqua Regia Digestion,14.800000,0.001480,4-Acid Digestion,1.6,0.00016,4-Acid Digestion,97.000000,0.009700,4-Acid Digestion,130.0,0.013,4-Acid Digestion
OREAS0292,"Au >1 ppm, Au-Sb ore",primary,metasediments,orogenic lode gold,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-292/,0.739,7.39e-05,Aqua Regia Digestion,67600.000000,6.760000,4-Acid Digestion,495.0,0.0495,4-Acid Digestion,11.06,0.001106,Pb Fire Assay,,,,549.000000,0.054900,4-Acid Digestion,2.53,0.000253,4-Acid Digestion,0.55,5.5e-05,4-Acid Digestion,5940.000000,0.594000,4-Acid Digestion,0.067,6.7e-06,4-Acid Digestion,68.000000,0.006800,4-Acid Digestion,,,,11.500000,0.001150,4-Acid Digestion,105.0,0.0105,4-Acid Digestion,13.6,0.00136,4-Acid Digestion,58.000000,0.005800,4-Acid Digestion,2.75,0.000275,4-Acid Digestion,1.62,0.000162,4-Acid Digestion,0.95,9.5e-05,4-Acid Digestion,34000.000000,3.400000,4-Acid Digestion,17.000000,0.001700,4-Acid Digestion,3.69,0.000369,4-Acid Digestion,0.33,3.3e-05,4-Acid Digestion,3.27,0.000327,4-Acid Digestion,0.15,1.5e-05,Aqua Regia Digestion,0.54,5.4e-05,4-Acid Digestion,0.062,6.2e-06,4-Acid Digestion,,,,28700.0,2.87,4-Acid Digestion,35.3,0.00353,4-Acid Digestion,24.1,0.00241,4-Acid Digestion,0.25,2.5e-05,4-Acid Digestion,13200.0,1.32,4-Acid Digestion,980.000000,0.098000,4-Acid Digestion,1.32,0.000132,Aqua Regia Digestion,3690.0,0.369,4-Acid Digestion,,,,30.000000,0.003000,4-Acid Digestion,39.0,0.0039,Aqua Regia Digestion,490.0,0.049,4-Acid Digestion,46.9,0.00469,4-Acid Digestion,,,,7.94,0.000794,4-Acid Digestion,,,,32.200000,0.003220,Aqua Regia Digestion,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,20900.0,2.09,4-Acid Digestion,35200.0,3.52,4-Acid Digestion,12.5,0.00125,4-Acid Digestion,10.1,0.00101,4-Acid Digestion,,,,,,,3.12,0.000312,4-Acid Digestion,153.0,0.0153,4-Acid Digestion,0.58,5.8e-05,4-Acid Digestion,0.45,4.5e-05,4-Acid Digestion,,,,14.5,0.00145,4-Acid Digestion,,,,0.87,8.7e-05,4-Acid Digestion,0.23,2.3e-05,4-Acid Digestion,2.53,0.000253,4-Acid Digestion,16.0,0.0016,Aqua Regia Digestion,,,,14.800000,0.001480,4-Acid Digestion,1.59,0.000159,4-Acid Digestion,105.000000,0.010500,4-Acid Digestion,108.0,0.0108,4-Acid Digestion
OREAS0293,Au <1 ppm,primary,quartz conglomerate,modified paleoplacer,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-293/,0.056,5.6e-06,4-Acid Digestion,20700.000000,2.070000,4-Acid Digestion,2.3,0.00023,4-Acid Digestion,0.073,7.3e-06,Pb Fire Assay,,,,273.000000,0.027300,4-Acid Digestion,0.73,7.3e-05,4-Acid Digestion,0.19,1.9e-05,4-Acid Digestion,5060.000000,0.506000,4-Acid Digestion,0.06,6e-06,4-Acid Digestion,22.200000,0.002220,4-Acid Digestion,,,,3.080000,0.000308,4-Acid Digestion,35.9,0.00359,4-Acid Digestion,3.0,0.0003,4-Acid Digestion,10.700000,0.001070,4-Acid Digestion,1.2,0.00012,4-Acid Digestion,0.5,5e-05,4-Acid Digestion,0.4,4e-05,4-Acid Digestion,9730.000000,0.973000,4-Acid Digestion,5.450000,0.000545,4-Acid Digestion,1.81,0.000181,4-Acid Digestion,,,,0.69,6.9e-05,4-Acid Digestion,,,,0.2,2e-05,4-Acid Digestion,0.019,1.9e-06,4-Acid Digestion,,,,7420.0,0.742,4-Acid Digestion,10.8,0.00108,4-Acid Digestion,27.1,0.00271,4-Acid Digestion,0.062,6.2e-06,4-Acid Digestion,2010.0,0.201,4-Acid Digestion,100.000000,0.010000,4-Acid Digestion,1.94,0.000194,4-Acid Digestion,5260.0,0.526,4-Acid Digestion,3.62,0.000362,4-Acid Digestion,10.100000,0.001010,4-Acid Digestion,,,,220.0,0.022,4-Acid Digestion,8.67,0.000867,4-Acid Digestion,,,,2.63,0.000263,4-Acid Digestion,,,,,,,,,,,,,,,,400.0,0.04,4-Acid Digestion,0.24,2.4e-05,4-Acid Digestion,2.36,0.000236,4-Acid Digestion,,,,426066.930000,42.606693,Borate Fusion XRF,,,,1.51,0.000151,4-Acid Digestion,40.9,0.00409,4-Acid Digestion,0.32,3.2e-05,4-Acid Digestion,0.25,2.5e-05,4-Acid Digestion,,,,4.58,0.000458,4-Acid Digestion,1090.0,0.109,4-Acid Digestion,0.26,2.6e-05,4-Acid Digestion,0.066,6.6e-06,4-Acid Digestion,2.26,0.000226,4-Acid Digestion,,,,2.27,0.000227,4-Acid Digestion,4.780000,0.000478,4-Acid Digestion,0.44,4.4e-05,4-Acid Digestion,22.300000,0.002230,4-Acid Digestion,21.5,0.00215,4-Acid Digestion
OREAS0294,Au <1 ppm,primary,quartz conglomerate,modified paleoplacer,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-294/,0.074,7.4e-06,4-Acid Digestion,20400.000000,2.040000,4-Acid Digestion,4.55,0.000455,4-Acid Digestion,0.207,2.07e-05,Pb Fire Assay,,,,272.000000,0.027200,4-Acid Digestion,0.74,7.4e-05,4-Acid Digestion,0.23,2.3e-05,4-Acid Digestion,4770.000000,0.477000,4-Acid Digestion,0.065,6.5e-06,4-Acid Digestion,22.500000,0.002250,4-Acid Digestion,,,,4.460000,0.000446,4-Acid Digestion,41.7,0.00417,4-Acid Digestion,2.94,0.000294,4-Acid Digestion,12.700000,0.001270,4-Acid Digestion,1.22,0.000122,4-Acid Digestion,0.52,5.2e-05,4-Acid Digestion,0.4,4e-05,4-Acid Digestion,10100.000000,1.010000,4-Acid Digestion,5.410000,0.000541,4-Acid Digestion,1.79,0.000179,4-Acid Digestion,,,,0.71,7.1e-05,4-Acid Digestion,,,,0.2,2e-05,4-Acid Digestion,0.018,1.8e-06,4-Acid Digestion,,,,7410.0,0.741,4-Acid Digestion,11.0,0.0011,4-Acid Digestion,26.3,0.00263,4-Acid Digestion,0.06,6e-06,4-Acid Digestion,2080.0,0.208,4-Acid Digestion,110.000000,0.011000,4-Acid Digestion,1.98,0.000198,4-Acid Digestion,5050.0,0.505,4-Acid Digestion,3.52,0.000352,4-Acid Digestion,10.300000,0.001030,4-Acid Digestion,,,,220.0,0.022,4-Acid Digestion,11.6,0.00116,4-Acid Digestion,,,,2.62,0.000262,4-Acid Digestion,,,,,,,,,,,,,,,,690.0,0.069,4-Acid Digestion,0.27,2.7e-05,4-Acid Digestion,2.4,0.00024,4-Acid Digestion,,,,426534.365000,42.653436,Borate Fusion XRF,,,,1.45,0.000145,4-Acid Digestion,39.8,0.00398,4-Acid Digestion,0.33,3.3e-05,4-Acid Digestion,0.25,2.5e-05,4-Acid Digestion,,,,4.66,0.000466,4-Acid Digestion,1090.0,0.109,4-Acid Digestion,0.26,2.6e-05,4-Acid Digestion,0.067,6.7e-06,4-Acid Digestion,4.23,0.000423,4-Acid Digestion,,,,2.3,0.00023,4-Acid Digestion,4.790000,0.000479,4-Acid Digestion,0.42,4.2e-05,4-Acid Digestion,23.000000,0.002300,4-Acid Digestion,22.7,0.00227,4-Acid Digestion
OREAS0295,Au <1 ppm,primary,quartz conglomerate,modified paleoplacer,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-295/,0.084,8.4e-06,4-Acid Digestion,20500.000000,2.050000,4-Acid Digestion,6.55,0.000655,4-Acid Digestion,0.313,3.13e-05,Pb Fire Assay,,,,274.000000,0.027400,4-Acid Digestion,0.72,7.2e-05,4-Acid Digestion,0.27,2.7e-05,4-Acid Digestion,5140.000000,0.514000,4-Acid Digestion,0.072,7.2e-06,4-Acid Digestion,23.200000,0.002320,4-Acid Digestion,,,,5.680000,0.000568,4-Acid Digestion,51.0,0.0051,4-Acid Digestion,2.86,0.000286,4-Acid Digestion,15.100000,0.001510,4-Acid Digestion,1.2,0.00012,4-Acid Digestion,0.51,5.1e-05,4-Acid Digestion,0.41,4.1e-05,4-Acid Digestion,10800.000000,1.080000,4-Acid Digestion,5.400000,0.000540,4-Acid Digestion,1.78,0.000178,4-Acid Digestion,,,,0.76,7.6e-05,4-Acid Digestion,,,,0.2,2e-05,4-Acid Digestion,0.019,1.9e-06,4-Acid Digestion,,,,7390.0,0.739,4-Acid Digestion,11.2,0.00112,4-Acid Digestion,25.7,0.00257,4-Acid Digestion,0.061,6.1e-06,4-Acid Digestion,2200.0,0.22,4-Acid Digestion,110.000000,0.011000,4-Acid Digestion,2.15,0.000215,4-Acid Digestion,4940.0,0.494,4-Acid Digestion,3.55,0.000355,4-Acid Digestion,10.500000,0.001050,4-Acid Digestion,,,,210.0,0.021,4-Acid Digestion,14.2,0.00142,4-Acid Digestion,,,,2.69,0.000269,4-Acid Digestion,,,,,,,,,,,,,,,,990.0,0.099,4-Acid Digestion,0.29,2.9e-05,4-Acid Digestion,2.59,0.000259,4-Acid Digestion,,,,425692.982000,42.569298,Borate Fusion XRF,,,,1.43,0.000143,4-Acid Digestion,40.3,0.00403,4-Acid Digestion,0.36,3.6e-05,4-Acid Digestion,0.25,2.5e-05,4-Acid Digestion,,,,4.81,0.000481,4-Acid Digestion,1090.0,0.109,4-Acid Digestion,0.25,2.5e-05,4-Acid Digestion,,,,5.98,0.000598,4-Acid Digestion,,,,2.17,0.000217,4-Acid Digestion,4.880000,0.000488,4-Acid Digestion,0.45,4.5e-05,4-Acid Digestion,23.600000,0.002360,4-Acid Digestion,24.2,0.00242,4-Acid Digestion
OREAS0296,Au >1 ppm,primary,quartz conglomerate,modified paleoplacer,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-296/,0.323,3.23e-05,4-Acid Digestion,19200.000000,1.920000,4-Acid Digestion,18.8,0.00188,4-Acid Digestion,2.19,0.000219,Pb Fire Assay,,,,259.000000,0.025900,4-Acid Digestion,0.65,6.5e-05,4-Acid Digestion,0.5,5e-05,4-Acid Digestion,4820.000000,0.482000,4-Acid Digestion,0.098,9.8e-06,4-Acid Digestion,26.300000,0.002630,4-Acid Digestion,,,,11.200000,0.001120,4-Acid Digestion,80.0,0.008,4-Acid Digestion,2.57,0.000257,4-Acid Digestion,25.800000,0.002580,4-Acid Digestion,1.46,0.000146,4-Acid Digestion,0.62,6.2e-05,4-Acid Digestion,0.47,4.7e-05,4-Acid Digestion,13300.000000,1.330000,4-Acid Digestion,5.140000,0.000514,4-Acid Digestion,1.98,0.000198,4-Acid Digestion,,,,0.96,9.6e-05,4-Acid Digestion,,,,0.25,2.5e-05,4-Acid Digestion,0.018,1.8e-06,4-Acid Digestion,,,,6850.0,0.685,4-Acid Digestion,13.1,0.00131,4-Acid Digestion,22.8,0.00228,4-Acid Digestion,0.076,7.6e-06,4-Acid Digestion,2390.0,0.239,4-Acid Digestion,130.000000,0.013000,4-Acid Digestion,2.87,0.000287,4-Acid Digestion,4190.0,0.419,4-Acid Digestion,3.49,0.000349,4-Acid Digestion,11.600000,0.001160,4-Acid Digestion,,,,190.0,0.019,4-Acid Digestion,31.6,0.00316,4-Acid Digestion,,,,3.0,0.0003,4-Acid Digestion,,,,,,,,,,,,,,,,2490.0,0.249,4-Acid Digestion,0.45,4.5e-05,4-Acid Digestion,2.64,0.000264,4-Acid Digestion,,,,424337.421000,42.433742,Borate Fusion XRF,,,,1.3,0.00013,4-Acid Digestion,37.0,0.0037,4-Acid Digestion,0.45,4.5e-05,4-Acid Digestion,0.29,2.9e-05,4-Acid Digestion,,,,6.65,0.000665,4-Acid Digestion,1050.0,0.105,4-Acid Digestion,0.24,2.4e-05,4-Acid Digestion,0.087,8.7e-06,4-Acid Digestion,24.7,0.00247,4-Acid Digestion,,,,2.41,0.000241,4-Acid Digestion,5.790000,0.000579,4-Acid Digestion,0.55,5.5e-05,4-Acid Digestion,28.800000,0.002880,4-Acid Digestion,30.7,0.00307,4-Acid Digestion
OREAS0297,Au >1 ppm,primary,quartz conglomerate,modified paleoplacer,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-297/,2.05,0.000205,4-Acid Digestion,16400.000000,1.640000,4-Acid Digestion,48.2,0.00482,4-Acid Digestion,17.83,0.001783,Pb Fire Assay,,,,216.000000,0.021600,4-Acid Digestion,0.55,5.5e-05,4-Acid Digestion,1.14,0.000114,4-Acid Digestion,4520.000000,0.452000,4-Acid Digestion,0.18,1.8e-05,4-Acid Digestion,33.300000,0.003330,4-Acid Digestion,,,,23.500000,0.002350,4-Acid Digestion,110.0,0.011,4-Acid Digestion,2.0,0.0002,4-Acid Digestion,52.000000,0.005200,4-Acid Digestion,2.07,0.000207,4-Acid Digestion,0.97,9.7e-05,4-Acid Digestion,0.58,5.8e-05,4-Acid Digestion,19300.000000,1.930000,4-Acid Digestion,4.480000,0.000448,4-Acid Digestion,2.46,0.000246,4-Acid Digestion,,,,1.26,0.000126,4-Acid Digestion,,,,0.37,3.7e-05,4-Acid Digestion,0.016,1.6e-06,4-Acid Digestion,,,,5570.0,0.557,4-Acid Digestion,16.7,0.00167,4-Acid Digestion,17.9,0.00179,4-Acid Digestion,0.11,1.1e-05,4-Acid Digestion,2770.0,0.277,4-Acid Digestion,160.000000,0.016000,4-Acid Digestion,4.34,0.000434,4-Acid Digestion,2990.0,0.299,4-Acid Digestion,3.49,0.000349,4-Acid Digestion,13.900000,0.001390,4-Acid Digestion,,,,160.0,0.016,4-Acid Digestion,79.0,0.0079,4-Acid Digestion,,,,3.69,0.000369,4-Acid Digestion,,,,,,,,,,,,,,,,6430.0,0.643,4-Acid Digestion,0.85,8.5e-05,4-Acid Digestion,2.62,0.000262,4-Acid Digestion,,,,422935.116000,42.293512,Borate Fusion XRF,,,,1.11,0.000111,4-Acid Digestion,32.4,0.00324,4-Acid Digestion,0.73,7.3e-05,4-Acid Digestion,0.39,3.9e-05,4-Acid Digestion,,,,12.3,0.00123,4-Acid Digestion,860.0,0.086,4-Acid Digestion,0.21,2.1e-05,4-Acid Digestion,,,,82.0,0.0082,4-Acid Digestion,,,,2.59,0.000259,4-Acid Digestion,8.110000,0.000811,4-Acid Digestion,0.84,8.4e-05,4-Acid Digestion,40.800000,0.004080,4-Acid Digestion,43.2,0.00432,4-Acid Digestion
OREAS0298,Au >1 ppm,primary,quartz conglomerate,modified paleoplacer,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-298/,3.66,0.000366,4-Acid Digestion,16100.000000,1.610000,4-Acid Digestion,46.8,0.00468,4-Acid Digestion,34.99,0.003499,Pb Fire Assay,,,,214.000000,0.021400,4-Acid Digestion,0.54,5.4e-05,4-Acid Digestion,1.34,0.000134,4-Acid Digestion,4470.000000,0.447000,4-Acid Digestion,0.19,1.9e-05,4-Acid Digestion,33.100000,0.003310,4-Acid Digestion,,,,24.400000,0.002440,4-Acid Digestion,111.0,0.0111,4-Acid Digestion,1.98,0.000198,4-Acid Digestion,137.000000,0.013700,4-Acid Digestion,2.06,0.000206,4-Acid Digestion,0.96,9.6e-05,4-Acid Digestion,0.57,5.7e-05,4-Acid Digestion,20400.000000,2.040000,4-Acid Digestion,4.480000,0.000448,4-Acid Digestion,2.48,0.000248,4-Acid Digestion,,,,1.29,0.000129,4-Acid Digestion,,,,0.36,3.6e-05,4-Acid Digestion,0.027,2.7e-06,4-Acid Digestion,,,,5540.0,0.554,4-Acid Digestion,16.5,0.00165,4-Acid Digestion,18.2,0.00182,4-Acid Digestion,0.11,1.1e-05,4-Acid Digestion,2800.0,0.28,4-Acid Digestion,160.000000,0.016000,4-Acid Digestion,5.25,0.000525,4-Acid Digestion,2990.0,0.299,4-Acid Digestion,3.66,0.000366,4-Acid Digestion,13.900000,0.001390,4-Acid Digestion,55.0,0.0055,Borate Fusion XRF,160.0,0.016,4-Acid Digestion,87.0,0.0087,4-Acid Digestion,,,,3.68,0.000368,4-Acid Digestion,,,,,,,,,,,,,,,,7210.0,0.721,4-Acid Digestion,0.86,8.6e-05,4-Acid Digestion,2.59,0.000259,4-Acid Digestion,,,,421906.759000,42.190676,Borate Fusion XRF,,,,1.15,0.000115,4-Acid Digestion,31.6,0.00316,4-Acid Digestion,0.77,7.7e-05,4-Acid Digestion,0.37,3.7e-05,4-Acid Digestion,,,,11.5,0.00115,4-Acid Digestion,940.0,0.094,4-Acid Digestion,0.21,2.1e-05,4-Acid Digestion,0.13,1.3e-05,4-Acid Digestion,75.0,0.0075,4-Acid Digestion,,,,2.93,0.000293,4-Acid Digestion,8.050000,0.000805,4-Acid Digestion,0.83,8.3e-05,4-Acid Digestion,45.200000,0.004520,4-Acid Digestion,44.7,0.00447,4-Acid Digestion
OREAS0299,Au >1 ppm,primary,quartz conglomerate,modified paleoplacer,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-299/,6.35,0.000635,4-Acid Digestion,29000.000000,2.900000,4-Acid Digestion,55.0,0.0055,4-Acid Digestion,89.97,0.008997,Pb Fire Assay,,,,327.000000,0.032700,4-Acid Digestion,0.97,9.7e-05,4-Acid Digestion,1.43,0.000143,4-Acid Digestion,4230.000000,0.423000,4-Acid Digestion,0.2,2e-05,4-Acid Digestion,49.300000,0.004930,4-Acid Digestion,,,,18.800000,0.001880,4-Acid Digestion,134.0,0.0134,4-Acid Digestion,3.76,0.000376,4-Acid Digestion,496.000000,0.049600,4-Acid Digestion,2.58,0.000258,4-Acid Digestion,1.27,0.000127,4-Acid Digestion,0.7,7e-05,4-Acid Digestion,24000.000000,2.400000,4-Acid Digestion,7.870000,0.000787,4-Acid Digestion,3.35,0.000335,4-Acid Digestion,,,,3.28,0.000328,4-Acid Digestion,,,,0.47,4.7e-05,4-Acid Digestion,0.092,9.2e-06,4-Acid Digestion,,,,10700.0,1.07,4-Acid Digestion,24.5,0.00245,4-Acid Digestion,22.3,0.00223,4-Acid Digestion,0.19,1.9e-05,4-Acid Digestion,5050.0,0.505,4-Acid Digestion,200.000000,0.020000,4-Acid Digestion,8.07,0.000807,4-Acid Digestion,3680.0,0.368,4-Acid Digestion,9.69,0.000969,4-Acid Digestion,20.700000,0.002070,4-Acid Digestion,,,,250.0,0.025,4-Acid Digestion,106.0,0.0106,4-Acid Digestion,,,,5.63,0.000563,4-Acid Digestion,,,,,,,,,,,,,,,,6020.0,0.602,4-Acid Digestion,18.3,0.00183,4-Acid Digestion,5.59,0.000559,4-Acid Digestion,,,,398067.578000,39.806758,Borate Fusion XRF,,,,2.05,0.000205,4-Acid Digestion,45.2,0.00452,4-Acid Digestion,1.03,0.000103,4-Acid Digestion,0.47,4.7e-05,4-Acid Digestion,,,,13.4,0.00134,4-Acid Digestion,3020.0,0.302,4-Acid Digestion,0.38,3.8e-05,4-Acid Digestion,0.18,1.8e-05,4-Acid Digestion,51.0,0.0051,4-Acid Digestion,36.411,0.0036411,Borate Fusion XRF,5.93,0.000593,4-Acid Digestion,10.900000,0.001090,4-Acid Digestion,1.24,0.000124,4-Acid Digestion,78.000000,0.007800,4-Acid Digestion,113.0,0.0113,4-Acid Digestion
